Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
TOX4 SIRNA HCT116 HUMAN GSE56788 RNASEQ DOWN	17/154	0.001354325449903019	0.0032782741349389453	0	0	2.454595482860091	16.211257485226863	CPT1A;TMED10;TPM3;ALYREF;SMARCA5;IQGAP1;EPN1;CDC20;EEF1A1;TUBA1B;TRIM28;NCL;SLC39A6;DNAJC8;PABPC1;PTMA;ARF6
TET1 KD MOUSE GSE26900 CREEDSID GENE 2146 UP	25/267	0.001356199763294949	0.0032787431699980735	0	0	2.049316240062136	13.531776089712343	NDUFB8;ANP32A;NDUFB6;OMA1;COX5A;SLC9A3R1;TUBA1B;ATP5F1B;NDUFA9;EGR1;CENPV;NDUFA7;NDUFA6;PARP1;NDUFA4;TUBB4B;HIGD2A;RPS26;EEF1A1;RPS25;PSME4;KLF9;UQCRC1;UQCRC2;PPIC
REST INHIBITION HUMAN GSE40695 CREEDSID GENE 1710 DOWN	28/312	0.0013792712579968895	0.003330393842019717	0	0	1.9576271186440677	12.893323715518251	SMIM4;PDCD5;SRM;ATP5IF1;RBM3;GJA1;EBP;ING3;BLOC1S1;CFL1;ME1;CYP1B1;HOXA7;LDLR;RAB8A;PDAP1;PCDHB13;DHCR24;TEX15;HSPE1;PTRHD1;SREBF2;ATP5F1E;POLE4;SMDT1;EIF2S3;POLR3D;SLIRP
NFIA DEFICIENCY MOUSE GSE4623 CREEDSID GENE 666 DOWN	21/210	0.0014197583338128696	0.0034239165751160797	0	0	2.201074891926627	14.433039295566957	ISCA1;HSBP1;GSTP1;MYCBP2;USP34;RNF38;ATXN7L3B;IGF1R;SEM1;MARCKS;POLR2A;RUFY3;CCDC6;SELENOT;TOP1;ARGLU1;SFT2D1;RPS24;ARF5;SNRPB;COPS9
STAT3 KO MOUSE GSE38375 CREEDSID GENE 2479 UP	25/268	0.0014286837054234814	0.0034411875423224843	0	0	2.0407742013983947	13.36911535315536	YWHAE;ICE1;CTBP1;GSTP1;MYCBP2;ACTB;ZFP36L2;TMEM123;SLC9A3R1;TRIM28;POLR2A;RAD21;CFL1;SUMO2;DHX15;CTSD;EGR1;SETX;NR4A1;UBE2N;MYH9;CALR;SNRNP200;RPS24;CDC42SE2
PGR KO MOUSE GSE39920 CREEDSID GENE 3077 DOWN	24/254	0.0014812507592441386	0.0035634034911039636	0	0	2.0691249312052835	13.480076713783964	GSTM3;PLA2G12A;NDFIP1;ATP1B3;HMGB1;ACTB;HOXA11;CS;HOXA10;EEF1A1;SERP1;TMX1;GNB2;LAMP2;KLF9;ID4;GAS1;SPTSSA;MSX1;CTSD;PTMA;SLC25A4;RPS24;LIMS1
AHR KO MOUSE GSE48130 CREEDSID GENE 1464 UP	15/129	0.0015102928078128404	0.0036287946650774036	0	0	2.6005059671121376	16.89146099464329	GSTM3;ISCA1;GRN;TNFRSF12A;TPM3;GDF15;IFI30;ATP5F1E;PSMB6;PRDX2;TUBA1B;SMDT1;COTL1;ELOB;ANP32B
IKZF4 KO MOUSE GSE40273 CREEDSID GENE 1061 DOWN	28/314	0.0015168405512701708	0.0036400441765413326	0	0	1.9437299988147445	12.61699573375354	KMT2D;GMFB;RPL31;DHX9;GSTP1;KMT2C;MYCBP2;AKAP8;IQGAP1;DCAF7;ACTB;NUP160;SERP1;RSBN1L;DHX15;PAPOLA;MTREX;SRRM2;CMTM6;SRPK1;EEF1A1;RSRP1;MYH9;CALR;PABPC1;TLN1;CDC42SE2;ARF6
RELA KD HUMAN GSE50588 CREEDSID GENE 2819 UP	23/240	0.001528281455893304	0.0036584995342918234	0	0	2.100940597184521	13.621682419900614	NSF;WDR83OS;MARCKSL1;NDUFA6;RFLNB;DCAF8;TMEM170B;RABGGTB;APRT;POLR2A;VPS50;EP400;KIF1C;MYH9;LCOR;LAP3;DYNLRB1;VPS25;EMC8;ARSB;MXD4;UBQLN2;HNRNPA0
FOXP2 OE SHSY5Y HUMAN GSE100291 RNASEQ DOWN	23/240	0.001528281455893304	0.0036584995342918234	0	0	2.100940597184521	13.621682419900614	EGR1;TNFRSF12A;CAVIN1;RPL31;SLC20A1;YBX1;SLC5A3;IPO7;ACTB;EEF1A1;RPS25;UCHL1;TUBA1B;RPL36AL;NCL;CFL1;SRSF2;ISOC1;GAS1;MYH9;PABPC1;PTMA;RPS24
TP63 SIRNA KYSE70 HUMAN GSE47058 RNASEQ DOWN	11/80	0.0016388708013292197	0.003918427614452583	0	0	3.1451085071408103	20.17193280010852	CPT1A;GRN;NCL;LRRC8A;HMGN2;TUBB4B;CTSD;YWHAG;CTSC;IGF1R;RAB7A
SOX17 OE HUMAN GSE10809 CREEDSID GENE 1272 UP	24/257	0.0017347894619295394	0.004142685728548998	0	0	2.0421578747215734	12.981730537295995	RNASEK;GSTP1;ANXA5;DHCR24;TBCA;TUBB4B;ACTB;EEF1A1;PDLIM1;LAPTM4B;TMEM123;GJA1;MYL6;TUBA1B;TSPAN13;COL4A2;ZIC2;GNG5;COL4A1;BAMBI;DAD1;CFL1;SELENOT;RTL8C
LEF1 KD HUMAN GSE42637 CREEDSID GENE 1775 DOWN	22/228	0.001753939669241429	0.00418329620377754	0	0	2.11591211037302	13.427347156152697	FEN1;RFC3;POP7;DHX9;ALYREF;DONSON;THOC3;HMGB1;ENO2;TUBB4B;HAUS1;SRM;PPM1G;CDC20;CCNA2;TUBA1B;SNRNP40;PRKAR2B;UQCRC1;UTP20;ITGB3BP;NR2C2AP
TFEB OE HUMAN GSE16267 CREEDSID GENE 2976 UP	30/348	0.001778149281161553	0.004230694204324622	0	0	1.873773184312783	11.865073176916798	NOTCH2;CSTB;LRRC59;GRN;SLC20A1;LGALSL;TXN;YBX1;IFI30;GNS;WDR43;LAPTM4B;PGRMC1;SERTAD2;CFL1;TIMP2;CTSD;DCPS;ATP6V1C1;HSPA9;UVRAG;GDF15;TPM3;IGF2R;RSL1D1;NCL;MPHOSPH10;CALR;EIF3A;RAB7A
GATA1 MUT MOUSE GSE2433 CREEDSID GENE 979 DOWN	30/348	0.001778149281161553	0.004230694204324622	0	0	1.873773184312783	11.865073176916798	GRN;RNASEK;CTBP1;LGALSL;PSMD8;PRDX3;RIDA;EBP;PRKAR2B;LAMP2;CFL1;P2RY1;COTL1;ME1;CTSD;YWHAH;NSF;ATP5PB;TPM3;ANXA5;ATP1B3;DHCR24;REXO2;SPCS3;NR4A1;MYL6;SMDT1;CALR;LIMS1;PPIC
CEBPA UNK HUMAN GSE33223 CREEDSID GENE 2097 DOWN	23/243	0.0017979511403886045	0.004272597655174382	0	0	2.071960915796532	13.097087721272377	RNASEH2C;MARCKSL1;RFLNB;LDOC1;ATXN7L3B;HMGB1;HOXA10;HOXA9;MARCKS;PNMA1;PRKAR2B;BAMBI;SBDS;ZNF503;CYSTM1;HOXA7;HOXA6;HOXB7;TMEM14A;HOXA5;HOXB6;HOXB5;RTL8C
PLAGL2 OE MOUSE GSE21143 CREEDSID GENE 2546 DOWN	18/172	0.001824238601177812	0.004329792592333226	0	0	2.3124234256309726	14.58351242677272	EGR1;GRN;NDUFA1;SLC5A3;PRDX6;MRPS6;ACTB;EEF1A1;GJA1;MYL6;TUBA1B;REEP5;LAMP2;CFL1;COTL1;CPE;ITM2B;YWHAH
SOX17 OE HUMAN GSE10809 CREEDSID GENE 151 UP	23/244	0.001896423060998899	0.0044915987284391565	0	0	2.062475861707251	12.927156849968144	RNASEK;GSTP1;ANXA5;DHCR24;TBCA;ACTB;RPS26;EEF1A1;PDLIM1;LAPTM4B;TMEM123;GJA1;MYL6;TUBA1B;TSPAN13;COL4A2;GNG5;COL4A1;BAMBI;DAD1;CFL1;ANP32B;SELENOT
BATF KO MOUSE GSE54215 CREEDSID GENE 1522 UP	21/215	0.0018998963751883247	0.0044915987284391565	0	0	2.14377703339946	13.432812422898321	GBP6;GRN;SDF2L1;TPM3;ANXA5;HMGB1;IFI30;ACTB;ATP5F1E;EEF1A1;RBM3;TMEM123;TUBA1B;SPCS2;SERP1;PSMA2;COTL1;CYCS;UQCRFS1;HPRT1;CALR
GATA4 INACTIVATION MOUSE GSE5298 CREEDSID GENE 546 DOWN	21/215	0.0018998963751883247	0.0044915987284391565	0	0	2.14377703339946	13.432812422898321	NOTCH2;YWHAE;SAR1A;CTBP1;DHX9;TVP23B;HMGB1;ACTB;GLI3;EEF1A1;RBM3;RCN1;MARCKS;GAL;TMX1;SUMO2;LRRC8A;EIF3E;ANP32B;PTMA;HNRNPA0
TP53 MUTATION HUMAN GSE27157 CREEDSID GENE 3046 UP	15/132	0.0019016199639624518	0.0044915987284391565	0	0	2.533424429976154	15.872028555056902	COX8A;BEX3;EGR1;COX7B;NDUFA1;HLA-A;COX7C;EEF1A1;TSPAN13;UQCRQ;SUMO2;CKS2;CYSTM1;HMGN2;SLC25A5
FOXD3 OE MOUSE GSE58960 CREEDSID GENE 1415 DOWN	25/274	0.0019374465490575707	0.004569588295993336	0	0	1.9909627952146496	12.436318914548458	CISD1;BCCIP;NUCKS1;COX5A;CDC20;PNN;PSMB7;TUBA1B;PRR14L;ZIC3;SALL4;TRIM25;TEAD1;GABARAPL2;NDUFA6;PARP1;XRCC5;SMARCA5;RPS26;SETX;CFDP1;CKS2;RELL1;LAP3;HPRT1
FOXF2 OE HUVEC HUMAN GSE79306 RNASEQ DOWN	26/289	0.0019393229672385864	0.004569588295993336	0	0	1.960988432382897	12.24718922320904	TTYH3;ANP32A;NUCKS1;MSI2;HMGB1;NID1;ACTB;PRDX2;UCHL1;TUBA1B;PNMA1;PLS3;SEC62;SOX4;HLA-A;TGFBR1;RPS25;MYL6;MARCKS;RCN2;COL4A2;COL4A1;CDC37;MYH9;CALR;PTMA
PGR KO MOUSE GSE39920 CREEDSID GENE 3078 DOWN	26/290	0.0020348028324714065	0.004788782058084094	0	0	1.9534563392914344	12.10626505461977	RNASEK;NUP188;PDCD5;RNF38;YBX1;IGF1R;RBM3;LAPTM4B;PGRMC1;PCBP1;PHKG2;ISOC1;MSX1;CTSD;TSNAX;GSTM3;IGF2R;RPS26;COL4A2;GNB2;KCTD12;PTMA;SLC25A4;ITM2B;RPS24;CDC42SE2
MBNL1 SHRNA MDAMB231 HUMAN GSE76487 RNASEQ DOWN	29/336	0.002064162848021884	0.004852026164446621	0	0	1.8753268555203608	11.595203211237614	INTU;RPL31;DHX9;SLC20A1;NUCKS1;YBX1;METTL21A;RPAP2;PNN;TUBA1B;KIAA1328;DNAJB6;TBC1D32;RAD21;HMGN2;TEAD1;CTSC;NDUFA9;SUPT16H;XRCC5;ANXA5;PA2G4;WTIP;RPS25;NCL;TMEM106B;NCAPD2;ARF6;SPC25
BNC2 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ DOWN	14/120	0.00207179334642767	0.004864102068448116	0	0	2.6086973647930045	16.120029789393307	RPL31;PDAP1;NR2F2;EEF1A1;RBM3;TMEM123;CHCHD2;CNIH1;YWHAQ;LAMP2;MYH9;HMGN2;PTMA;SOX4
MYC OE U2OS HUMAN GSE59819 RNASEQ UP	21/217	0.0021272803633723214	0.004982381739423048	0	0	2.121676430824696	13.054486121945208	SRRM2;EGR1;GRN;TTYH3;SLC20A1;USP34;NUCKS1;IQGAP1;KIF11;LAMC1;ACTB;IGF2R;IGF1R;TMEM123;ASPM;POLR2A;RAD21;TPR;MYH9;CALR;TLN1
MYC OE U2OS HUMAN GSE66789 RNASEQ UP	21/217	0.0021272803633723214	0.004982381739423048	0	0	2.121676430824696	13.054486121945208	SRRM2;EGR1;GRN;TTYH3;SLC20A1;USP34;NUCKS1;IQGAP1;KIF11;LAMC1;ACTB;IGF2R;IGF1R;TMEM123;ASPM;POLR2A;RAD21;TPR;MYH9;CALR;TLN1
SUZ12 SHRNA PROE HUMAN GSE59089 RNASEQ UP	24/261	0.0021299113234429863	0.004982562340572262	0	0	2.007263793195535	12.348034359142162	SRRM2;SPEN;GRN;NDUFA7;MYCBP2;SSU72;TMEM170B;GNS;DCAF7;SREBF2;RTN4;DDOST;CS;NUDT21;TMEM123;RAD50;MGAT4A;CAT;TIMP2;PMPCB;EIF4EBP2;QSOX1;CTSD;LDLR
GATA2 OE HESC HUMAN GSE57395 RNASEQ DOWN	12/95	0.0021565787452637987	0.0050389043497121805	0	0	2.8531626506024095	17.516228094118897	SRRM2;EEF1A1;GJA1;EIF2S3;TRIM28;PARP1;NCL;NUCKS1;CEBPZ;ENO2;PTMA;ACTB
KLF9 OE GBM1A HUMAN GSE62212 RNASEQ DOWN	19/189	0.002202590584674529	0.00514025625681819	0	0	2.211604221961607	13.530862395262783	MARCKSL1;TTYH3;TPM3;NUCKS1;MSI2;YBX1;ENO2;SLC5A3;ACTB;NUDT3;SREBF2;UCHL1;TUBA1B;MARCKS;SLC39A6;TIMP2;SNRNP200;GLUL;PTMA
EZH2 SHRNA HUVEC HUMAN GSE71164 RNASEQ DOWN	30/353	0.0022076420447285873	0.005145889640699491	0	0	1.84427441777918	11.279269330973554	NOTCH2;HDAC2;DHX9;GSTP1;USP34;ARHGAP18;IQGAP1;HMGB1;ACTB;GJA1;MAP1LC3B;TUBA1B;POLR2A;PCBP1;DDI2;GLUL;SOX4;GDF15;ANXA5;CMTM6;DDB1;EEF1A1;MARCKS;COL4A2;COL4A1;PSME4;EIF3E;PABPC1;SNRNP200;LIMS1
FOXO1 SIRNA HESC HUMAN GSE94036 RNASEQ DOWN	27/307	0.0022196371376959406	0.005167675484062983	0	0	1.913061224489796	11.68959139805	NOTCH2;TTYH3;YBX1;SLC5A3;ACTB;TMEM123;GJA1;TUBA1B;YWHAQ;CFL1;TIMP2;PLS3;EIF4EBP2;VSTM4;SOX4;EGR1;SMARCC1;MARCKSL1;CAVIN1;XRCC5;ANXA5;DHCR24;NR2F2;SREBF2;MYH9;TLN1;PTMA
TFAP2C KD HUMAN GSE15481 CREEDSID GENE 2970 DOWN	25/277	0.002245226305386878	0.005221020884159474	0	0	1.966946581518915	11.996306805147903	KIF14;KIF11;MRPL13;ZFP36L2;TMA16;CDC20;ZNF703;BRIX1;BUB3;GSTM3;SHISA2;HAUS1;CCNA2;PKIB;ASPM;SDHAF3;BAMBI;SCD;KIF4A;CKS2;TRIM58;KIF20A;PPIL3;SPC25;MAD2L1
MSGN1 OE MOUSE GSE29848 CREEDSID GENE 1631 UP	22/233	0.0023032873353647375	0.005349659037257861	0	0	2.0652232476926913	12.542963840538025	GLRX5;PDCD5;NDUFA1;COMMD3;HMGA2;HSPE1;ACTB;RPS26;LAPTM4B;TUBA1B;CNIH1;RCN2;COL4A1;BAMBI;MAGOH;GAS1;CYCS;HPRT1;MSX1;SLC25A4;RPS24;PPIC
GATA6 KD H1 HUMAN GSE92581 RNASEQ DOWN	25/278	0.0023566670553157466	0.005467131301927493	0	0	1.959067744614781	11.853352951078879	YWHAE;BEX3;ATXN7L3B;LAMC1;YBX1;SMC3;COX7C;RTN4;LAPTM4B;ATP5F1B;PLS3;EIF4EBP2;QSOX1;UBXN4;SOX4;SRRM2;HSPA9;MARCKSL1;NDFIP1;DHCR24;IGF2R;RCN1;PABPC1;SRSF6;RBMX
REST SHRNA C2 HUMAN GSE90068 PBPA RNASEQ DOWN	26/294	0.0024579943439994078	0.005695423949100766	0	0	1.9238900634249472	11.559519466592066	GRN;NUCKS1;IQGAP1;NID1;SLC5A3;ACTB;IGF1R;PDLIM1;GJA1;YWHAQ;POLR2A;LAMP2;CFL1;TIMP2;CTSD;EGR1;DHCR24;NR2F2;EEF1A1;MARCKS;COL4A2;COL4A1;MYH9;PABPC1;TLN1;LIMS1
HSF1 KD HUMAN GSE3697 CREEDSID GENE 2093 UP	19/191	0.002482334171867553	0.005744998777358952	0	0	2.185656067742014	13.110780238485415	YWHAE;TSNAX;HDAC2;MARCKSL1;ANP32A;SMYD5;MRPL19;HMGA2;TXN;TVP23B;IER3IP1;WDR43;TMA16;RBM3;MARCKS;TRIM28;BAMBI;CALR;TLN1
PITX2 KO 786O HUMAN GSE67844 RNASEQ UP	38/483	0.002486290261888711	0.005747336849460752	0	0	1.698996703799052	10.188821277248712	HDAC2;DDX24;RPL31;TMEM167A;DHX9;USP34;NUCKS1;GHITM;HMGB1;IPO7;PNN;BCLAF1;RPL36AL;TPR;TNNI1;ARL6IP5;PLS3;UBXN4;XRCC5;ANXA5;ZFR;HMGA2;PRPF4B;SETX;EEF1A1;NUDT21;RPS25;SPCS3;MYL6;EIF2S3;COL4A1;CYCS;MYH9;EIF3E;UQCRC2;KCTD12;PTMA;RPS24
ZNF253 SIRNA MCF7 HUMAN GSE79586 RNASEQ UP	18/177	0.0025041668002288185	0.005776179622143188	0	0	2.239112376883826	13.41183355613063	SRRM2;KMT2D;GREB1;THAP12;NUCKS1;YBX1;DCAF7;EEF1A1;PRDX3;RPS25;RSL1D1;RPL36AL;PXMP2;EIF4EBP2;EIF3E;PABPC1;TOP1;RPS24
IRX6 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ UP	28/325	0.002504688857167164	0.005776179622143188	0	0	1.870641442675341	11.20437670195914	YWHAE;LRRC59;GMFB;TMED10;SLC20A1;YBX1;DCAF7;ACTB;TUBA1B;CHCHD2;ATP5F1B;DNAJB6;RPL36AL;ARL6IP5;EIF4EBP2;QSOX1;LDLR;YWHAG;HSPA9;HMGA2;PA2G4;IGF2R;TGFBR1;MYL6;ERH;CALR;RPS24;ARF6
NFKB1 INACTIVATION HUMAN GSE20667 CREEDSID GENE 2577 UP	21/220	0.002511314340600597	0.005784621344169734	0	0	2.089358464245518	12.508882612486907	YWHAE;FEN1;MRFAP1L1;RPL31;YBX1;CS;EEF1A1;RPS25;MAP1LC3B;ATP5F1B;YWHAQ;NCL;CFL1;CKS2;ISOC1;LRRC8A;EIF3E;TMEM14A;RBMX;MMADHC;YWHAG
ATF3 SIRNA HDF HUMAN GSE81405 RNASEQ DOWN	27/310	0.0025445055203602023	0.005854163054507965	0	0	1.8924785461887936	11.305324187329484	GRN;TMED10;ARHGAP18;NUCKS1;LAMC1;GNS;IPO7;ADH5;RTN4;GJA1;BCLAF1;STC2;LAMP2;TPR;CYP1B1;QSOX1;CTSD;CTSC;HSPA9;EIF1AX;ANXA5;HLA-A;IGF2R;TM9SF2;EEF1A1;MARCKS;EIF2S3
HEY2 KO MOUSE GSE6526 CREEDSID GENE 1508 DOWN	22/235	0.0025605932454329148	0.005884237245983058	0	0	2.0456140350877194	12.207235120069578	EGR1;GRN;CAVIN1;FOXG1;HMGA2;MRPL13;MRPS6;ZFP36L2;SPCS3;PPA1;OAF;PCBP1;CFL1;SUMO2;TIMM17A;EIF3E;EEF1E1;PTMA;ITM2B;RPS24;YWHAH;HNRNPA0
GATA4 OE MOUSE GSE66016 CREEDSID GENE 2651 UP	24/265	0.0025992176039701404	0.005965968876877346	0	0	1.9735280214296969	11.747513963175946	EGR1;COA3;PPP1R14B;NDFIP1;TMED10;NDUFA6;UQCC2;EDF1;MRPS6;ACTB;HIGD2A;RPS26;SEM1;TMEM256;GAL;YWHAQ;BLOC1S1;TNNI1;FBXO6;POLR2G;PABPC1;SPTSSA;YWHAG;COPS9
SETDB1 KD THP1 HUMAN GSE103409 SGRNA6DAY4 RNASEQ DOWN	21/221	0.002651655972241808	0.006079178380544967	0	0	2.078801261829653	12.33263595381253	TPM3;ANXA5;NUCKS1;DHCR24;HLA-A;HMGB1;YBX1;IFI30;NID1;SREBF2;RTN4;TMEM123;MYL6;TUBA1B;CFL1;PABPC1;HMGN2;GLUL;CTSD;PTMA;ITM2B
FOXF2 OE HUVEC HUMAN GSE79306 RNASEQ UP	27/311	0.0026614305035874103	0.0060944259536373675	0	0	1.8857142857142857	11.180195432884235	INTU;SLC20A1;KMT2C;GNS;IPO7;GJA1;ATP5F1B;POLR2A;TIMP2;QSOX1;LRRC8A;CTSC;SRRM2;CPT1A;CAVIN1;PCDH7;CMTM6;FZD8;DHCR24;NR2F2;SREBF2;EEF1A1;PTPRB;CPE;KCTD12;PABPC1;ITM2B
SRF KO MOUSE GSE7412 CREEDSID GENE 1238 UP	25/281	0.002719650370993791	0.006220442993914286	0	0	1.9358005543822598	11.435261593901565	BCCIP;COX5A;PSMB4;SERP1;RPL36AL;PSMB3;SUMO2;POLR2G;DIP2B;CYC1;CCZ1;NDUFA1;COX6B1;EEF1A1;SEM1;SPCS1;NDUFS6;DAD1;PSMC2;CYCS;UQCRC2;SELENOT;TOP1;MMADHC;RPS24
TFAP2C SIRNA HUMAN GSE15481 CREEDSID GENE 2895 DOWN	24/266	0.002729364451255763	0.006229649602392016	0	0	1.965268333507689	11.602328126705807	GSTM3;KIF14;KIF11;SHISA2;MRPL13;ZFP36L2;HAUS1;CDC20;CCNA2;PKIB;ASPM;SDHAF3;BAMBI;SCD;KIF4A;ZNF703;CKS2;TRIM58;BRIX1;KIF20A;BUB3;PPIL3;SPC25;MAD2L1
EHF KD CALU3 HUMAN GSE63397 RNASEQ DOWN	20/207	0.0027300617170913245	0.006229649602392016	0	0	2.1166808969577136	12.495679757659715	COX8A;CSTB;GRN;SDF2L1;GDF15;GSTP1;RAB1B;HLA-A;TUBG1;TUBB4B;ACTB;EEF1A1;CHCHD2;ATP5F1B;CYC1;HMGN2;SLC25A5;CTSD;SOX4;SNRPB
SOX7 OE HUMAN GSE10809 CREEDSID GENE 1271 UP	19/194	0.002957451877241546	0.0067406409024512335	0	0	2.1478459001648926	12.507824308758599	BEX3;RNASEK;RPL31;GSTP1;SHISA2;TBCA;ACTB;RPS26;EEF1A1;LAPTM4B;TMEM123;GJA1;TUBA1B;MARCKS;TSPAN13;COL4A1;CKS2;CPE;RPS24
YBX1 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ DOWN	18/180	0.0030055947578365412	0.006835916845493852	0	0	2.1972979268576753	12.76032388244519	NOTCH2;MARCKSL1;RPL31;TMEM167A;CMTM6;LAMC1;YBX1;EEF1A1;RPS25;ASPM;TUBA1B;MARCKS;CYP1B1;PABPC1;HMGN2;PTMA;SOX4;VAMP3
EBF1 OE MOUSE GSE2192 CREEDSID GENE 859 DOWN	24/268	0.003006261739330459	0.006835916845493852	0	0	1.9489520647437228	11.317677521600212	CSTB;GRN;NDFIP1;SAR1A;TMEM167A;ZFP36L2;RTN4;DDB1;EEF1A1;LAPTM4B;TMEM123;MAP1LC3B;NSA2;PRDX4;COL4A2;LAMP2;SBDS;RSRP1;GAS1;CPE;MYH9;CTSD;ITM2B;RAB7A
AHR MUT MOUSE GSE44715 CREEDSID GENE 1467 UP	26/299	0.003090398574131484	0.00701905427023344	0	0	1.8881506090808415	10.912481871138194	BEX3;PSMD14;CISD1;MRPL17;GHITM;MRPS30;SRM;CDC20;LSM10;PSMD8;SERP1;YWHAQ;PCBP1;MTREX;CTSD;GDF15;NDUFA4;GLRX5;WTIP;TUBB4B;SPCS3;ASPM;CAT;ERH;TTLL12;MAD2L1
FOXO1 KO MOUSE GSE18308 CREEDSID GENE 1168 UP	21/224	0.0031129010162829537	0.007061941724148886	0	0	2.047753725660829	11.820044433925363	COX8A;NDUFA7;TTYH3;NDUFA6;HSBP1;NDUFA1;COX5A;ATP5F1E;COX6B1;HIGD2A;RPS26;CHCHD2;TMEM256;SMDT1;MARCKS;GNG5;GLUL;SOX4;ITM2B;RPS24;COPS9
NRL DEFICIENCY MOUSE GSE8972 CREEDSID GENE 658 DOWN	24/269	0.0031533756510785326	0.0071454540014566975	0	0	1.9408938258847843	11.178154418584155	PLA2G12A;ANP32A;ENTPD4;UTP3;ZC3H3;USP34;SSU72;CRX;RRP1B;YBX1;GTF2F2;ZFP36L2;EPN1;RPS26;CCNA2;POLR2A;PPA1;RUFY3;UQCRC1;RSRP1;PLA2R1;SFT2D1;RPS24;POLR2K
MYC KO MOUSE GSE58079 CREEDSID GENE 2553 DOWN	24/270	0.0033065150309715503	0.0074837712591943086	0	0	1.9329011011629105	11.040461459753267	HSPA9;WDR36;CENPV;PPIL1;SMYD5;MRPL38;YDJC;WDR43;TMA16;FTSJ3;SRM;MTHFD1;POLR1A;GRWD1;C1QBP;POLR3D;MPHOSPH10;BRIX1;UTP20;LAP3;EEF1E1;CCDC163;AASDHPPT;TOMM5
MYB KD HUMAN GSE49286 CREEDSID GENE 1842 DOWN	27/317	0.0034633558564930345	0.007829672393995261	0	0	1.8461083743842364	10.459158857504654	FEN1;RNASEH2A;SLC20A1;KIF14;KIF11;SMC3;IER3IP1;CDC20;ORC6;MSX1;GINS2;TOR3A;RMI2;SDF2L1;DONSON;TUBB4B;MZT1;CCNA2;SPCS3;ASPM;BAMBI;KIF4A;SBDS;NCAPD2;KIF20A;MCM6;SPC25
U2AF1 KD A549 HUMAN GSE66553 RNASEQ UP	18/183	0.003587929717677629	0.008101910739802145	0	0	2.157004002287021	12.144320627806065	SRRM2;CAVIN1;RPL31;DHX9;COX7C;RTN4;EEF1A1;PRDX3;CS;LAPTM4B;GJA1;ATP5F1B;TRIM28;DHX15;SRSF3;CYCS;CTSD;YWHAG
GATA6 OE HESC HUMAN GSE69322 MTESR1MEDIA RNASEQ UP	32/398	0.00378854928847145	0.008545040071454103	0	0	1.7357981630043018	9.678414980061778	KMT2D;TTYH3;IQGAP1;NID1;ACTB;RTN4;PDLIM1;LAPTM4B;POLR2A;TRIM28;PCBP1;CFL1;QSOX1;TEAD1;LDLR;CTSD;SRRM2;PCDH7;GREB1;DHCR24;TUBB4B;SREBF2;IGF2R;EPN1;COL4A2;COL4A1;BAMBI;MYH9;KCTD12;CALR;TLN1;RABL6
YY1 KD HUMAN GSE50588 CREEDSID GENE 2802 UP	23/258	0.003835569674140535	0.008641104427538317	0	0	1.9381611102392216	10.782837831818773	TOR3A;COA3;SLC35B4;NDUFA6;SLC20A1;GDF15;MRPL38;AKAP8;SSU72;COQ9;EPN1;CRKL;PSMD8;MAP1LC3B;PNKD;SDHAF2;CYP1B1;FBXO6;NCAPD2;CYC1;SEC62;EMC8;RPS24
ADAR KD HUVEC HUMAN GSE60217 RNASEQ UP	36/463	0.0038494424103861394	0.008662355412529825	0	0	1.675463880381913	9.315289268808787	PPP1R15A;LRRC59;KMT2D;SLC20A1;HMGB1;YBX1;PSMD8;RBM3;GJA1;ATP5F1B;POLR2A;TPR;COTL1;YWHAH;SRRM2;HSPA9;SPEN;CPT1A;TNFRSF12A;CAVIN1;TPM3;HMGA2;CS;EEF1A1;RPS25;PTPRB;NCL;MGAT4A;CDC37;SRSF3;MYH9;TOP1;PABPC1;SLC25A5;RPS24;RAB7A
NKX25 SHRNA H1 HUMAN GSE69618 DAY10 RNASEQ UP	43/581	0.004163958225275977	0.00935931163307999	0	0	1.5907699448981796	8.719470056033073	YWHAE;KMT2D;RPL31;GSTP1;SYAP1;IQGAP1;YBX1;GNS;RPAP2;ACTB;IGF1R;TMEM123;GJA1;TUBA1B;KIAA1328;CFL1;PLS3;EIF4EBP2;KIF1C;MAPK1;SOX4;SRRM2;TPM3;XRCC5;HSPA4;PCDH7;ANXA5;DHCR24;IGF2R;EEF1A1;RPS25;MYL6;MARCKS;COL4A2;COL4A1;NCL;RSRP1;MYH9;CALR;PABPC1;TLN1;RPS24;RABL6
ZFX KD HUMAN GSE43021 CREEDSID GENE 157 UP	24/275	0.00416941811647262	0.009360799476683638	0	0	1.893892783297191	10.37849228929482	NOTCH2;YWHAE;GRN;HDAC3;ANXA5;NEDD8;IFI30;SLC5A3;IPO7;TGFBR1;HIGD2A;OXA1L;MYL6;PGRMC1;SAMM50;EIF3K;LPCAT3;COTL1;PAPOLA;EIF4EBP2;METTL7B;CACUL1;ATP5MG;VAMP3
