NM_001005484.2	NP_001005484.2
XM_047427733.1	XP_047283689.1
XM_047427735.1	XP_047283691.1
XM_047427730.1	XP_047283686.1
XM_047427744.1	XP_047283700.1
NM_032780.4	NP_116169.2
XM_006718926.3	XP_006718989.1
XM_047427722.1	XP_047283678.1
NM_001318755.2	NP_001305684.1
NM_001144034.2	NP_001137506.1
XM_047427731.1	XP_047283687.1
XM_017018430.3	XP_016873919.1
XM_011543038.3	XP_011541340.1
NM_001318757.2	NP_001305686.1
XM_047427734.1	XP_047283690.1
XM_047427728.1	XP_047283684.1
XM_047427738.1	XP_047283694.1
XM_017018432.3	XP_016873921.1
XM_047427745.1	XP_047283701.1
NM_001144036.2	NP_001137508.1
XM_017018422.3	XP_016873911.1
XM_005271703.2	XP_005271760.1
XM_047427724.1	XP_047283680.1
NM_001144035.2	NP_001137507.1
XM_047427732.1	XP_047283688.1
XM_047427736.1	XP_047283692.1
XM_047427729.1	XP_047283685.1
XM_047427737.1	XP_047283693.1
XM_017018433.3	XP_016873922.1
XM_011542906.4	XP_011541208.1
XM_011542905.4	XP_011541207.1
XM_017018018.3	XP_016873507.1
XM_017018017.2	XP_016873506.1
NM_001168618.2	NP_001162089.1
NM_020153.4	NP_064538.3
NM_001655.5	NP_001646.2
XM_005271542.5	XP_005271599.1
NM_001142281.2	NP_001135753.1
XM_047426899.1	XP_047282855.1
NM_015157.4	NP_055972.1
XM_011542709.3	XP_011541011.1
XM_047426640.1	XP_047282596.1
XM_047426637.1	XP_047282593.1
XM_047426638.1	XP_047282594.1
XM_047426639.1	XP_047282595.1
XM_047426641.1	XP_047282597.1
XM_011542708.4	XP_011541010.1
NM_001144758.3	NP_001138230.1
NM_001144759.3	NP_001138231.1
XM_005271474.6	XP_005271531.3
XM_011542703.3	XP_011541005.1
XM_011542704.3	XP_011541006.1
XM_011542705.3	XP_011541007.1
XM_011542706.3	XP_011541008.1
XM_011542710.3	XP_011541012.1
XM_017017409.2	XP_016872898.1
XM_006718797.4	XP_006718860.1
XM_017017408.2	XP_016872897.1
XM_006718798.4	XP_006718861.1
XM_006718799.4	XP_006718862.1
XM_006718800.4	XP_006718863.1
XM_006718801.4	XP_006718864.1
XM_047426632.1	XP_047282588.1
XM_006718802.4	XP_006718865.1
XM_006718803.4	XP_006718866.1
XM_011542707.3	XP_011541009.1
XM_017017410.2	XP_016872899.1
XM_005271468.4	XP_005271525.1
XM_005271469.4	XP_005271526.1
XM_005271470.4	XP_005271527.1
XM_005271471.4	XP_005271528.1
XM_005271472.4	XP_005271529.1
XM_047426634.1	XP_047282590.1
XM_005271473.4	XP_005271530.1
XM_005277680.4	XP_005277737.1
XM_047426633.1	XP_047282589.1
XM_017017407.2	XP_016872896.1
XM_047426635.1	XP_047282591.1
XM_047426636.1	XP_047282592.1
XM_047426648.1	XP_047282604.1
XM_005271475.4	XP_005271532.1
XM_017017411.2	XP_016872900.1
XM_011542714.3	XP_011541016.1
XM_047426645.1	XP_047282601.1
XM_047426642.1	XP_047282598.1
XM_047426647.1	XP_047282603.1
XM_047426644.1	XP_047282600.1
XM_047426646.1	XP_047282602.1
XM_047426643.1	XP_047282599.1
XM_011542715.4	XP_011541017.1
NM_001301065.2	NP_001287994.1
NM_007180.3	NP_009111.2
XM_047428000.1	XP_047283956.1
XM_047428001.1	XP_047283957.1
XM_024448377.2	XP_024304145.1
XM_047426490.1	XP_047282446.1
XM_011542645.2	XP_011540947.1
XM_011542644.2	XP_011540946.1
NM_004397.6	NP_004388.2
XM_005271417.5	XP_005271474.1
XM_047426489.1	XP_047282445.1
XM_017017251.2	XP_016872740.1
XM_047426488.1	XP_047282444.1
NM_001257191.3	NP_001244120.1
NM_001716.5	NP_001707.1
NM_032966.2	NP_116743.1
XM_005271513.4	XP_005271570.1
XM_006718815.4	XP_006718878.1
NM_001378214.1	NP_001365143.1
NM_001378213.1	NP_001365142.1
XM_047426800.1	XP_047282756.1
NM_182557.4	NP_872363.1
XM_011542756.3	XP_011541058.1
NM_006760.4	NP_006751.1
NM_181721.3	NP_859072.1
XM_017017575.2	XP_016873064.1
XM_017017576.2	XP_016873065.1
XM_047426801.1	XP_047282757.1
NM_198489.3	NP_940891.1
NM_001028.3	NP_001019.1
NM_001318492.2	NP_001305421.1
NM_016146.6	NP_057230.1
NM_001318488.2	NP_001305417.1
NM_001318486.2	NP_001305415.1
NM_001318489.2	NP_001305418.1
NM_001318490.2	NP_001305419.1
NM_001318494.2	NP_001305423.1
XM_047427114.1	XP_047283070.1
NM_001164279.2	NP_001157751.1
NM_001467.6	NP_001458.1
NM_001164278.2	NP_001157750.1
NM_001164277.2	NP_001157749.1
NM_001164280.2	NP_001157752.1
NM_001130991.3	NP_001124463.1
XM_005271392.5	XP_005271449.1
XM_017017097.2	XP_016872586.1
XM_005271393.4	XP_005271450.1
NM_006389.5	NP_006380.1
NM_001411041.1	NP_001397970.1
XM_017017096.2	XP_016872585.1
XM_005271394.4	XP_005271451.1
XM_047426254.1	XP_047282210.1
NM_001290185.2	NP_001277114.1
NM_001378218.1	NP_001365147.1
NM_001378219.1	NP_001365148.1
NM_021729.6	NP_068375.3
NM_001378220.1	NP_001365149.1
NM_001378221.1	NP_001365150.1
XM_047427256.1	XP_047283212.1
XM_005271531.2	XP_005271588.1
NM_001258209.2	NP_001245138.1
XM_005271532.2	XP_005271589.1
NM_000190.4	NP_000181.2
NM_001258208.2	NP_001245137.1
XM_005271533.4	XP_005271590.1
XM_024448460.2	XP_024304228.1
XM_017017629.2	XP_016873118.1
NM_001024382.2	NP_001019553.1
XM_011542796.2	XP_011541098.1
XM_047426508.1	XP_047282464.1
XM_017017295.2	XP_016872784.1
XM_011542648.3	XP_011540950.1
NM_001382.4	NP_001373.2
XM_005271422.4	XP_005271479.1
XM_047426510.1	XP_047282466.1
XM_047426509.1	XP_047282465.1
XM_017017294.3	XP_016872783.1
NM_002105.3	NP_002096.1
XM_047427937.1	XP_047283893.1
NM_001382613.1	NP_001369542.1
NM_001382612.1	NP_001369541.1
NM_014807.5	NP_055622.3
NM_001290474.2	NP_001277403.1
XM_017018626.3	XP_016874115.1
XM_017018627.3	XP_016874116.1
XM_006718948.5	XP_006719011.1
NM_001382611.1	NP_001369540.1
XM_047427939.1	XP_047283895.1
XM_047427938.1	XP_047283894.1
XM_011543076.4	XP_011541378.1
NM_001351958.2	NP_001338887.1
NM_001351957.2	NP_001338886.1
NM_001351959.2	NP_001338888.1
NM_001351971.2	NP_001338900.1
NM_001351960.2	NP_001338889.1
NM_001351965.2	NP_001338894.1
NM_001351974.2	NP_001338903.1
NM_015517.5	NP_056332.2
NM_001351966.2	NP_001338895.1
NM_001351964.2	NP_001338893.1
NM_001351972.2	NP_001338901.1
NM_198971.3	NP_945322.1
NM_001351969.2	NP_001338898.1
NM_001351963.2	NP_001338892.1
NM_001351961.2	NP_001338890.1
NM_001351962.2	NP_001338891.1
NM_001243259.2	NP_001230188.1
XM_011542744.3	XP_011541046.1
XM_017017499.2	XP_016872988.1
NM_022169.5	NP_071452.2
NM_001348192.2	NP_001335121.1
NM_001348191.2	NP_001335120.1
NM_001142505.1	NP_001135977.1
XM_011542952.3	XP_011541254.1
NM_001282358.2	NP_001269287.1
XM_011542980.2	XP_011541282.1
NM_001282144.2	NP_001269073.1
XM_006718904.2	XP_006718967.1
XM_005271669.2	XP_005271726.1
XM_047427586.1	XP_047283542.1
NM_024618.4	NP_078894.2
NM_170722.2	NP_733840.1
NM_001282143.2	NP_001269072.1
XM_047427587.1	XP_047283543.1
XM_047427589.1	XP_047283545.1
XM_011543002.3	XP_011541304.1
XM_011543001.3	XP_011541303.1
XM_011543005.3	XP_011541307.1
NM_001168468.2	NP_001161940.1
NM_024791.4	NP_079067.3
XM_017018334.2	XP_016873823.1
XM_047427615.1	XP_047283571.1
XM_017018335.2	XP_016873824.1
XM_017018336.2	XP_016873825.1
XM_017018337.2	XP_016873826.1
NM_001145018.3	NP_001138490.1
NM_005188.4	NP_005179.2
XM_017017762.3	XP_016873251.1
XM_017017759.3	XP_016873248.1
XM_017017760.3	XP_016873249.1
XM_017017761.3	XP_016873250.1
NM_006500.3	NP_006491.2
NM_032015.5	NP_114404.1
NM_031433.4	NP_113621.1
NM_015645.5	NP_056460.1
NM_001278431.2	NP_001265360.1
NM_001243759.2	NP_001230688.1
NM_004205.5	NP_004196.4
XM_005271721.6	XP_005271778.1
XM_005271722.3	XP_005271779.1
NM_171997.3	NP_741994.1
XM_017018539.1	XP_016874028.1
NM_001311162.2	NP_001298091.1
NM_001372050.1	NP_001358979.1
NM_006288.5	NP_006279.2
NM_001311160.2	NP_001298089.1
NM_203285.2	NP_976030.1
NM_002855.5	NP_002846.3
NM_203286.2	NP_976031.1
NM_012101.4	NP_036233.2
XM_047426689.1	XP_047282645.1
XM_047426688.1	XP_047282644.1
XM_005271490.2	XP_005271547.1
XM_011542733.2	XP_011541035.1
NM_001330382.2	NP_001317311.1
XM_017017453.2	XP_016872942.1
NM_178507.4	NP_848602.1
NM_001244682.2	NP_001231611.1
XM_011542739.3	XP_011541041.1
XM_011542742.4	XP_011541044.1
XM_011542740.3	XP_011541042.1
NM_014352.4	NP_055167.2
XM_011542741.4	XP_011541043.1
XM_017017487.2	XP_016872976.1
XM_024448424.2	XP_024304192.1
XM_011542743.3	XP_011541045.1
NM_001198670.2	NP_001185599.1
NM_174926.3	NP_777586.1
NM_001198671.2	NP_001185600.1
NM_001198674.2	NP_001185603.1
NM_001198672.2	NP_001185601.1
NM_001198673.2	NP_001185602.1
NM_001198675.2	NP_001185604.1
NM_015313.3	NP_056128.1
XM_006718805.4	XP_006718868.1
XM_047426659.1	XP_047282615.1
XM_047426661.1	XP_047282617.1
NM_001198665.2	NP_001185594.1
XM_047426660.1	XP_047282616.1
XM_017017420.2	XP_016872909.1
XM_047426662.1	XP_047282618.1
XM_047426665.1	XP_047282621.1
XM_011542720.3	XP_011541022.1
XM_047426666.1	XP_047282622.1
XM_047426663.1	XP_047282619.1
XM_047426667.1	XP_047282623.1
XM_047426668.1	XP_047282624.1
XM_017017421.2	XP_016872910.1
NM_001301084.2	NP_001288013.1
XM_047426670.1	XP_047282626.1
XM_047426664.1	XP_047282620.1
XM_047426669.1	XP_047282625.1
NM_014619.5	NP_055434.2
NM_001282470.3	NP_001269399.1
NM_001282473.3	NP_001269402.1
XM_017017621.3	XP_016873110.1
XM_017017622.3	XP_016873111.1
XM_011542784.3	XP_011541086.1
XM_047426840.1	XP_047282796.1
XM_011542786.3	XP_011541088.1
XM_011542787.3	XP_011541089.1
NM_001378761.1	NP_001365690.1
NM_001363644.2	NP_001350573.1
NM_152715.5	NP_689928.3
NM_001130047.3	NP_001123519.1
NM_005422.4	NP_005413.2
NM_006918.5	NP_008849.2
NM_001024956.3	NP_001020127.1
NM_003105.6	NP_003096.2
NM_001001786.3	NP_001001786.2
NM_001363365.2	NP_001350294.1
NM_032873.5	NP_116262.2
XM_005271712.4	XP_005271769.1
XM_011543041.3	XP_011541343.1
NM_019604.4	NP_062550.2
XM_011542900.3	XP_011541202.1
NM_001304782.2	NP_001291711.1
NM_001363089.2	NP_001350018.1
NM_024806.4	NP_079082.2
NM_001363087.2	NP_001350016.1
NM_001363088.2	NP_001350017.1
NM_199124.3	NP_954575.1
NM_001098169.2	NP_001091639.1
XM_011542798.2	XP_011541100.1
NM_153201.4	NP_694881.1
NM_006597.6	NP_006588.1
NM_024769.5	NP_079045.1
NM_001367421.2	NP_001354350.1
NM_001367420.2	NP_001354349.1
NM_001367419.2	NP_001354348.1
NM_001367418.2	NP_001354347.1
XM_047427319.1	XP_047283275.1
XM_047427324.1	XP_047283280.1
XM_017018039.2	XP_016873528.1
XM_024448622.2	XP_024304390.1
XM_047427323.1	XP_047283279.1
XM_006718892.4	XP_006718955.1
XM_011542926.3	XP_011541228.1
XM_017018040.2	XP_016873529.1
XM_047427322.1	XP_047283278.1
XM_047427320.1	XP_047283276.1
XM_047427321.1	XP_047283277.1
NM_001387024.1	NP_001373953.1
NM_001387025.1	NP_001373954.1
NM_001387026.1	NP_001373955.1
XM_047427318.1	XP_047283274.1
NM_001354837.2	NP_001341766.1
XM_047427327.1	XP_047283283.1
NM_001387034.1	NP_001373963.1
XM_047427325.1	XP_047283281.1
NM_001387030.1	NP_001373959.1
XM_047427330.1	XP_047283286.1
XM_047427326.1	XP_047283282.1
NM_001387032.1	NP_001373961.1
NM_001330396.3	NP_001317325.1
NM_001387033.1	NP_001373962.1
XM_017018046.2	XP_016873535.1
XM_011542931.3	XP_011541233.1
NM_001286563.3	NP_001273492.1
NM_001387028.1	NP_001373957.1
NM_020716.4	NP_065767.1
NM_001387029.1	NP_001373958.1
XM_005271619.5	XP_005271676.1
XM_047427328.1	XP_047283284.1
NM_001286564.3	NP_001273493.1
NM_001387035.1	NP_001373964.1
XM_011542929.3	XP_011541231.1
NM_001387031.1	NP_001373960.1
XM_011542933.2	XP_011541235.1
XM_047427331.1	XP_047283287.1
XM_011542897.3	XP_011541199.1
NM_001040151.2	NP_001035241.1
NM_018400.4	NP_060870.1
NM_001301780.2	NP_001288709.1
XM_005271661.2	XP_005271718.1
NM_003455.4	NP_003446.2
XM_005271659.2	XP_005271716.1
XM_017018268.3	XP_016873757.1
NM_001301779.2	NP_001288708.1
XM_005271660.2	XP_005271717.1
XM_006718901.3	XP_006718964.1
XM_011542972.2	XP_011541274.1
XM_011542975.2	XP_011541277.1
XM_011542973.2	XP_011541275.1
XM_047427564.1	XP_047283520.1
NM_001301819.1	NP_001288748.1
NM_001005188.1	NP_001005188.1
NM_001005325.1	NP_001005325.1
NM_001363605.2	NP_001350534.1
XM_011542802.4	XP_011541104.1
NM_001013743.3	NP_001013765.2
NM_001005197.2	NP_001005197.1
NM_001001965.1	NP_001001965.1
NM_001005187.1	NP_001005187.1
NM_001004474.2	NP_001004474.2
NM_001355219.1	NP_001342148.1
NM_001004462.2	NP_001004462.1
NM_001001953.1	NP_001001953.1
NM_001004464.2	NP_001004464.1
NM_001004463.2	NP_001004463.1
XM_011542828.3	XP_011541130.1
NM_001130142.2	NP_001123614.1
NM_014622.5	NP_055437.2
NM_198315.3	NP_938057.1
NM_001355213.3	NP_001342142.1
NM_001002905.2	NP_001002905.1
NM_001005198.2	NP_001005198.2
NM_001002917.2	NP_001002917.1
NM_001002918.1	NP_001002918.1
XM_017017535.3	XP_016873024.1
XM_017017536.2	XP_016873025.1
NM_001005468.2	NP_001005468.1
XM_017017716.2	XP_016873205.1
NM_001005467.2	NP_001005467.1
NM_001005196.1	NP_001005196.1
NM_012378.2	NP_036510.1
NM_001005195.1	NP_001005195.1
NM_001005194.2	NP_001005194.2
NM_052959.3	NP_443191.1
XM_017018442.3	XP_016873931.1
XM_047427747.1	XP_047283703.1
NM_032811.3	NP_116200.2
XM_005271709.5	XP_005271766.1
XM_047427748.1	XP_047283704.1
XM_047427749.1	XP_047283705.1
NM_001199922.2	NP_001186851.1
NM_170601.5	NP_733746.1
XM_047427132.1	XP_047283088.1
XM_047427133.1	XP_047283089.1
XM_024448583.2	XP_024304351.1
NM_017425.4	NP_059121.1
XM_011542870.3	XP_011541172.1
NM_001126181.2	NP_001119653.1
NM_006176.3	NP_006167.1
XM_047426685.1	XP_047282641.1
NM_014312.5	NP_055127.2
NM_001329920.2	NP_001316849.1
XM_047426684.1	XP_047282640.1
NM_138961.3	NP_620411.2
NM_001312919.2	NP_001299848.1
NM_024631.4	NP_078907.2
NM_001312921.2	NP_001299850.1
NM_001308027.2	NP_001294956.1
NM_001352401.2	NP_001339330.1
NM_001352400.2	NP_001339329.1
NM_001312920.2	NP_001299849.1
NM_022370.4	NP_071765.2
NM_001370356.1	NP_001357285.1
NM_001370357.1	NP_001357286.1
NM_001370364.1	NP_001357293.1
NM_001370358.1	NP_001357287.1
NM_001370359.1	NP_001357288.1
NM_001370366.1	NP_001357295.1
NM_001370361.1	NP_001357290.1
NM_001301088.2	NP_001288017.1
XM_006718861.3	XP_006718924.1
NM_019055.6	NP_061928.4
XM_011542875.2	XP_011541177.1
XM_005271449.3	XP_005271506.1
NM_152722.5	NP_689935.2
NM_001411043.1	NP_001397972.1
NM_001037558.4	NP_001032647.2
NM_025004.3	NP_079280.2
XM_017018346.2	XP_016873835.1
XM_017018348.2	XP_016873837.1
XM_047427627.1	XP_047283583.1
XM_017018350.2	XP_016873839.1
XM_017018351.2	XP_016873840.1
XM_017018353.2	XP_016873842.1
XM_017018347.2	XP_016873836.1
XM_047427628.1	XP_047283584.1
XM_047427630.1	XP_047283586.1
XM_017018352.2	XP_016873841.1
XM_017018349.2	XP_016873838.1
NM_198277.3	NP_938018.1
NM_001145290.2	NP_001138762.1
XM_047426544.1	XP_047282500.1
NM_001387240.1	NP_001374169.1
NM_001387245.1	NP_001374174.1
NM_001387250.1	NP_001374179.1
NM_001387255.1	NP_001374184.1
NM_001387247.1	NP_001374176.1
NM_001387246.1	NP_001374175.1
NM_001258241.2	NP_001245170.1
NM_001258240.2	NP_001245169.1
XM_047426541.1	XP_047282497.1
NM_001258238.2	NP_001245167.1
NM_001387235.1	NP_001374164.1
NM_001387253.1	NP_001374182.1
NM_001387258.1	NP_001374187.1
NM_001387236.1	NP_001374165.1
NM_001387239.1	NP_001374168.1
NM_001387257.1	NP_001374186.1
XM_047426543.1	XP_047282499.1
NM_001387237.1	NP_001374166.1
NM_001387252.1	NP_001374181.1
XM_047426540.1	XP_047282496.1
NM_001387248.1	NP_001374177.1
NM_001387244.1	NP_001374173.1
NM_001387234.1	NP_001374163.1
NM_001387238.1	NP_001374167.1
NM_001387259.1	NP_001374188.1
XM_047426542.1	XP_047282498.1
NM_001387233.1	NP_001374162.1
NM_001258247.2	NP_001245176.1
NM_001258244.2	NP_001245173.1
NM_001387230.1	NP_001374159.1
NM_001387254.1	NP_001374183.1
NM_001080546.3	NP_001074015.1
NM_001387249.1	NP_001374178.1
NM_001387232.1	NP_001374161.1
XM_006718780.4	XP_006718843.1
NM_001387242.1	NP_001374171.1
NM_001387256.1	NP_001374185.1
NM_001258245.2	NP_001245174.1
NM_001387251.1	NP_001374180.1
NM_001387231.1	NP_001374160.1
NM_001387241.1	NP_001374170.1
NM_001258239.3	NP_001245168.2
NM_001258246.3	NP_001245175.2
NM_001258242.3	NP_001245171.2
NM_001258243.3	NP_001245172.2
NM_001382333.1	NP_001369262.1
NM_001382328.1	NP_001369257.1
NM_001382331.1	NP_001369260.1
NM_001382324.1	NP_001369253.1
NM_001382323.2	NP_001369252.1
NM_001382339.1	NP_001369268.1
NM_001382341.1	NP_001369270.1
NM_001382334.1	NP_001369263.1
NM_001382332.1	NP_001369261.1
NM_001382336.1	NP_001369265.1
NM_001382325.1	NP_001369254.1
NM_001382329.1	NP_001369258.1
NM_001382338.1	NP_001369267.1
NM_001382326.1	NP_001369255.1
NM_001382327.1	NP_001369256.1
NM_001382335.1	NP_001369264.1
NM_001382340.1	NP_001369269.1
NM_001382330.1	NP_001369259.1
NM_001382337.1	NP_001369266.1
NM_005103.5	NP_005094.1
XM_005271735.3	XP_005271792.1
XM_005271734.3	XP_005271791.1
NM_022549.4	NP_072043.1
XM_011543069.3	XP_011541371.1
NM_001330419.2	NP_001317348.1
NM_004879.5	NP_004870.3
XM_011543070.2	XP_011541372.1
NM_001290135.2	NP_001277064.1
XM_047426897.1	XP_047282853.1
XM_047426895.1	XP_047282851.1
XM_047426896.1	XP_047282852.1
NM_001278503.2	NP_001265432.1
XM_011542807.4	XP_011541109.1
NM_152713.5	NP_689926.1
NM_001278504.2	NP_001265433.1
XM_047426898.1	XP_047282854.1
NM_001114121.2	NP_001107593.1
NM_001244846.1	NP_001231775.1
XM_011542560.3	XP_011540862.1
NM_001330427.2	NP_001317356.2
NM_001114122.3	NP_001107594.1
XM_024448337.2	XP_024304105.1
XM_047426313.1	XP_047282269.1
XM_047426311.1	XP_047282267.1
NM_001330428.1	NP_001317357.1
XM_047426312.1	XP_047282268.1
NM_001274.5	NP_001265.2
NM_020108.5	NP_064493.1
NM_020107.5	NP_064492.1
NM_020069.5	NP_064454.1
NM_001612.6	NP_001603.1
NM_138294.3	NP_612151.1
NM_212555.3	NP_997720.1
NM_001129883.4	NP_001123355.3
NM_001144874.1	NP_001138346.1
NM_145014.3	NP_659451.1
NM_001134793.2	NP_001128265.1
NM_001424364.1	NP_001411293.1
NM_001377269.1	NP_001364198.1
NM_001377270.1	NP_001364199.1
NM_001271985.2	NP_001258914.1
XM_005271688.5	XP_005271745.1
NM_031307.4	NP_112597.4
NM_001330438.2	NP_001317367.1
NM_013264.5	NP_037396.3
XM_047426849.1	XP_047282805.1
NM_001365077.2	NP_001352006.1
NM_001391971.1	NP_001378900.1
NM_001391972.1	NP_001378901.1
XM_047427064.1	XP_047283020.1
XM_017017873.2	XP_016873362.1
NM_016952.5	NP_058648.4
NM_001243597.2	NP_001230526.1
XM_047427062.1	XP_047283018.1
XM_011542864.3	XP_011541166.1
NM_001378964.1	NP_001365893.1
XM_011542862.4	XP_011541164.1
XM_047427063.1	XP_047283019.1
XM_011542865.3	XP_011541167.1
XM_047427061.1	XP_047283017.1
XM_011542863.3	XP_011541165.1
XM_047427060.1	XP_047283016.1
XM_047427065.1	XP_047283021.1
XM_017018656.2	XP_016874145.1
XM_017018655.2	XP_016874144.1
NM_001144827.2	NP_001138299.1
NM_001363516.2	NP_001350445.1
NM_032795.3	NP_116184.2
XM_011543039.3	XP_011541341.1
NM_001330446.1	NP_001317375.1
XM_011542977.4	XP_011541279.1
XM_017018285.3	XP_016873774.1
XM_011542978.4	XP_011541280.2
NM_024556.4	NP_078832.1
XM_047427584.1	XP_047283540.1
XM_047427497.1	XP_047283453.1
XM_017018179.3	XP_016873668.1
NM_001177842.2	NP_001171313.1
NM_003139.4	NP_003130.2
XM_047427252.1	XP_047283208.1
NM_017547.4	NP_060017.1
XM_017018000.3	XP_016873489.1
XM_017018002.2	XP_016873491.1
XM_047427253.1	XP_047283209.1
XM_006718879.4	XP_006718942.1
NM_001039661.2	NP_001034750.1
NM_001318777.2	NP_001305706.1
NM_148910.3	NP_683708.1
NM_001318776.2	NP_001305705.1
NM_001350236.2	NP_001337165.1
NM_014026.6	NP_054745.1
NM_001348396.2	NP_001335325.1
NM_001254757.2	NP_001241686.1
NM_001348400.2	NP_001335329.1
NM_001348398.2	NP_001335327.1
NM_001348397.2	NP_001335326.1
XM_047427426.1	XP_047283382.1
NM_001348399.2	NP_001335328.1
NM_006278.3	NP_006269.1
XM_047427425.1	XP_047283381.1
XM_047427423.1	XP_047283379.1
XM_047427421.1	XP_047283377.1
XM_047427418.1	XP_047283374.1
XM_024448658.2	XP_024304426.1
XM_047427420.1	XP_047283376.1
XM_047427422.1	XP_047283378.1
XM_047427424.1	XP_047283380.1
NM_001254758.2	NP_001241687.1
NM_001254759.2	NP_001241688.1
XM_017018419.2	XP_016873908.1
XM_011543027.3	XP_011541329.1
NM_032531.4	NP_115920.1
XM_011543026.3	XP_011541328.1
XM_011543032.4	XP_011541334.1
XM_011543030.4	XP_011541332.1
XM_047427715.1	XP_047283671.1
NM_001301097.1	NP_001288026.1
NM_001161707.1	NP_001155179.1
XM_017017314.2	XP_016872803.1
XM_017017315.3	XP_016872804.1
NM_001143820.2	NP_001137292.1
XM_047426527.1	XP_047282483.1
XM_047426525.1	XP_047282481.1
NM_001162422.2	NP_001155894.1
NM_001330451.2	NP_001317380.1
NM_005238.4	NP_005229.1
XM_011542650.2	XP_011540952.1
XM_047426526.1	XP_047282482.1
XM_017017405.2	XP_016872894.1
NM_001271012.2	NP_001257941.1
XM_017017406.2	XP_016872895.1
XM_011542701.3	XP_011541003.1
NM_001167681.3	NP_001161153.1
NM_001271010.2	NP_001257939.1
NM_002017.5	NP_002008.2
XM_011542702.2	XP_011541004.1
XM_047426630.1	XP_047282586.1
NM_153764.3	NP_722448.1
NM_153766.3	NP_722450.1
NM_153765.3	NP_722449.3
NM_153767.4	NP_722451.1
NM_000220.6	NP_000211.1
NM_001354169.2	NP_001341098.1
NM_000890.5	NP_000881.3
XM_011542810.4	XP_011541112.1
XM_017018117.2	XP_016873606.1
NM_001195195.2	NP_001182124.1
XM_017018114.2	XP_016873603.1
XM_017018113.2	XP_016873602.1
NM_022112.3	NP_071395.2
NM_001251964.2	NP_001238893.1
XM_017018116.2	XP_016873605.1
NM_001195194.1	NP_001182123.1
XM_047427398.1	XP_047283354.1
XM_017018115.3	XP_016873604.1
XM_047427929.1	XP_047283885.1
XM_047427927.1	XP_047283883.1
NM_001378025.1	NP_001364954.1
XM_047427926.1	XP_047283882.1
XM_047427930.1	XP_047283886.1
XM_017018595.3	XP_016874084.1
XM_011543072.3	XP_011541374.1
NM_001142685.2	NP_001136157.1
NM_001378024.1	NP_001364953.1
XM_047427928.1	XP_047283884.1
XM_011543073.3	XP_011541375.2
XM_017018596.2	XP_016874085.1
XM_011543075.3	XP_011541377.1
NM_014715.4	NP_055530.2
XM_017018597.3	XP_016874086.1
XM_011543044.3	XP_011541346.1
NM_003658.5	NP_003649.2
XM_011543043.1	XP_011541345.1
XM_047426356.1	XP_047282312.1
XM_047426354.1	XP_047282310.1
XM_047426355.1	XP_047282311.1
XM_017017188.2	XP_016872677.1
NM_001331212.2	NP_001318141.1
XM_047426358.1	XP_047282314.1
NM_001331210.2	NP_001318139.1
NM_001331211.2	NP_001318140.1
NM_138788.5	NP_620143.1
XM_047426357.1	XP_047282313.1
NM_001143835.2	NP_001137307.1
NM_006165.4	NP_006156.2
NM_001367891.1	NP_001354820.1
NM_001367892.1	NP_001354821.1
NM_001367894.1	NP_001354823.1
NM_001367890.1	NP_001354819.1
XM_047427312.1	XP_047283268.1
XM_011542912.3	XP_011541214.1
NM_199437.2	NP_955469.1
XM_047427311.1	XP_047283267.1
NM_001367893.1	NP_001354822.1
NM_020228.3	NP_064613.2
NM_001367895.1	NP_001354824.1
NM_001367896.1	NP_001354825.1
NM_001367897.1	NP_001354826.1
NM_199439.2	NP_955471.1
NM_001367898.1	NP_001354827.1
NM_199438.2	NP_955470.1
NM_001367899.1	NP_001354828.1
NM_001382528.1	NP_001369457.1
NM_001382535.1	NP_001369464.1
NM_001642.3	NP_001633.1
NM_001382527.1	NP_001369456.1
NM_001142276.2	NP_001135748.1
NM_001382530.1	NP_001369459.1
NM_001328684.2	NP_001315613.1
NM_001382526.1	NP_001369455.1
NM_001382529.1	NP_001369458.1
NM_001328682.2	NP_001315611.1
NM_001142277.2	NP_001135749.1
NM_001328685.2	NP_001315614.1
NM_001382534.1	NP_001369463.1
NM_001382537.1	NP_001369466.1
NM_001382544.1	NP_001369473.1
NM_001328686.2	NP_001315615.1
